Name,Client,Brand,Program,Breaks,Duration,Start_date,End_date,Net_rate,Remarks
Meril Baby Lotion,Square Toiletries Ltd,Meril,Shongbad,Mid3,20,2019-04-25,2019-04-25,20000,Branding
